Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
59,319,72,2022-03-23,PHI,@,LAL,W 126-121,*,34:19,11,19,.579,0,1,.000,11,18,.611,.579,8,12,.667,4,6,10,3,3,3,2,4,30,27.7,2
60,320,73,2022-03-25,PHI,@,LAC,W 122-97,*,27:54,9,19,.474,2,3,.667,7,16,.438,.526,7,8,.875,2,8,10,2,1,2,3,2,27,20.7,23
61,321,74,2022-03-27,PHI,@,PHO,L 104-114,*,37:35,14,27,.519,1,5,.200,13,22,.591,.537,8,12,.667,7,8,15,2,3,2,4,2,37,30.4,-15
62,322,75,2022-03-29,PHI,,MIL,L 116-118,*,38:35,11,21,.524,3,5,.600,8,16,.500,.595,4,6,.667,1,13,14,7,1,0,4,2,29,23.6,3
63,323,76,2022-03-31,PHI,@,DET,L 94-102,*,36:33,11,19,.579,1,2,.500,10,17,.588,.605,14,16,.875,0,15,15,3,1,2,7,4,37,27.7,-1
64,324,77,2022-04-02,PHI,,CHO,W 144-114,*,31:21,12,16,.750,1,3,.333,11,13,.846,.781,4,6,.667,2,12,14,6,0,0,4,2,29,26.2,26
65,325,78,2022-04-03,PHI,@,CLE,W 112-108,*,38:03,12,26,.462,3,6,.500,9,20,.450,.519,17,20,.850,4,13,17,3,1,5,3,1,44,39.3,16
66,326,79,2022-04-05,PHI,@,IND,W 131-122,*,38:39,18,30,.600,2,3,.667,16,27,.593,.633,7,10,.700,2,11,13,2,0,1,3,1,45,33.4,20
67,327,80,2022-04-07,PHI,@,TOR,L 114-119,*,37:20,10,22,.455,0,4,.000,10,18,.556,.455,10,12,.833,0,10,10,2,1,1,5,2,30,18.1,8
68,328,81,2022-04-09,PHI,,IND,W 133-120,*,36:58,14,17,.824,2,2,1.000,12,15,.800,.882,11,15,.733,5,15,20,4,2,1,5,4,41,40.0,11
68,,82,2022-04-10,PHI,,DET,W 118-106,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
